2026-09-04 04:59:33.285 | INFO     | base_agent.config:load_config:154 - ⛏️ Transformers version: 5.12.1
2026-09-04 04:59:33.293 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['365 by Whole Foods Market, Eggs Brown Large Grade A, 12 Count', 'Honeycrisp Apple']
2026-09-04 04:59:33.294 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['Banana Conventional, 1 Each', 'Strawberry Conventional, 16 Ounce']
2026-09-04 04:59:33.294 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['365 by Whole Foods Market, Bread Sandwich Whole Wheat, 24 Ounce', 'Banana Conventional, 1 Each']
2026-09-04 04:59:33.294 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['365 by Whole Foods Market, Bread Sandwich Whole Wheat, 24 Ounce', '365 by Whole Foods Market, Eggs Brown Large Grade A, 12 Count']
2026-09-04 04:59:33.294 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['365 by Whole Foods Market, Bread Sandwich Whole Wheat, 24 Ounce', 'Organic Banana']
2026-09-04 04:59:33.295 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['365 by Whole Foods Market, Butter Salted, 16 Ounce', 'Banana Conventional, 1 Each']
2026-09-04 04:59:33.295 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['Avocado Hass Large Organic, 1 Each', 'Honeycrisp Apple']
2026-09-04 04:59:33.295 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['Avocado Hass Large Organic, 1 Each', 'Farm Raised Atlantic Salmon Fillet']
2026-09-04 04:59:33.295 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['Avocado Hass Large Organic, 1 Each', 'Organic Yellow Onion']
2026-09-04 04:59:33.296 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['Avocado Hass Large Organic, 1 Each', 'Organic Banana, Sourced For Good, 1 Each']
2026-09-04 04:59:33.296 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['Banana Conventional, 1 Each', 'Tomato Vine Conventional, 1 Each']
2026-09-04 04:59:33.296 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['Banana Conventional, 1 Each', 'Broccoli Crowns Conventional, 1 Each']
2026-09-04 04:59:33.296 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['365 by Whole Foods Market, Pasta Spaghetti Organic, 16 Ounce', 'Asparagus, 1 Bunch']
2026-09-04 04:59:33.297 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['365 by Whole Foods Market, Pasta Spaghetti Organic, 16 Ounce', 'Dole Bananas, 2 lb Bag']
2026-09-04 04:59:33.297 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['Herb Cilantro Organic, 1 Bunch', 'Organic Green Onion']
2026-09-04 04:59:33.297 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['Amazon Brand - Presto! 313-Sheet Mega Roll Toilet Paper, Ultra-Soft, 6 Count (Pack of 4), 24 Family Mega Rolls = 120 regular rolls', 'Amazon Brand - Presto! Flex-a-Size Paper Towels, Huge Roll, 12 Count = 38 Regular Rolls']
2026-09-04 04:59:33.297 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['BC Powder Original Strength Pain Reliever, Dissolve Packs, 50 Individual Packets']
2026-09-04 04:59:33.298 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ["Kellogg's Frosted Mini-Wheats Cold Breakfast Cereal, High-Fiber, Whole Grain, Family Size, Original, 24oz Box (1 Box)", 'Rice Krispies Treats Marshmallow Snack Bars, Kids Snacks, Value Pack, Original, 12.4oz Box (16 Bars)']
2026-09-04 04:59:33.298 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['Quest Nutrition Chocolate Chip Cookie Dough Protein Bars, High Protein, Low Carb, Gluten Free, Keto Friendly, 12 Count', 'Quest Nutrition Cookies & Cream Protein Bars, High Protein, Low Carb, Gluten Free, Keto Friendly, 12 Count']
2026-09-04 04:59:33.298 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['Amazon Brand - Presto! Flex-a-Size Paper Towels, 158-Sheet Huge Roll, 6 Count (Pack of 2), 12 Huge Rolls = 38 Regular Rolls', 'Amazon Brand - Presto! Mega Roll Toilet Paper, Ultra-Soft, 6 Count (Pack of 4), 24 Family Mega Rolls = 120 regular rolls']
2026-09-04 04:59:33.298 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['Idahoan Mashed Potatoes, Buttery Homestyle, 4-Ounce Package', 'Idahoan Mashed Potatoes, Roasted Garlic, 4 oz']
2026-09-04 04:59:33.299 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['Ring Video Doorbell Wired – Convenient, essential features in a compact design, pair with Ring Chime to hear audio alerts in your home (existing doorbell wiring required) - 2021 release']
2026-09-04 04:59:33.299 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['Group Gift Wedding Contribution', 'Group Gifting Baby Registry Contribution']
2026-09-04 04:59:33.299 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['Sengled Smart Light Bulbs, Color Changing Alexa Light Bulb Bluetooth Mesh, Smart Bulbs That Work with Alexa Only, Dimmable LED Bulb A19 E26 Multicolor, High CRI, High Brightness, 8.7W 800LM, 1Pack']
2026-09-04 04:59:33.299 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['Original HP 65 Black Ink Cartridge | Works with HP AMP 100 Series, HP DeskJet 2600, 3700 Series, HP ENVY 5000 Series | Eligible for Instant Ink | N9K02AN', 'Original HP 65 Tri-color Ink Cartridge | Works with HP AMP 100 Series, HP DeskJet 2600, 3700 Series, HP ENVY 5000 Series | Eligible for Instant Ink | N9K01AN']
2026-09-04 04:59:33.299 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['Dole Bananas, 2 lb Bag', "Thomas' Plain Soft & Chewy Pre-Sliced Bagels, 6 count, 3.35 Oz"]
2026-09-04 04:59:33.300 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['Amazon Brand - Happy Belly Shredded Mexican Four Cheese Blend, 8 Ounce', "Thomas' Plain Soft & Chewy Pre-Sliced Bagels, 6 count, 3.35 Oz"]
2026-09-04 04:59:33.300 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['Blackberries, 6 oz', "Thomas' Plain Soft & Chewy Pre-Sliced Bagels, 6 count, 3.35 Oz"]
2026-09-04 04:59:33.300 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['365 by Whole Foods Market, Organic Baby Spinach, 5 oz', "Thomas' Plain Soft & Chewy Pre-Sliced Bagels, 6 count, 3.35 Oz"]
2026-09-04 04:59:33.300 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['Santitas Tortilla Chips, White Corn, 11 Ounce', 'Tostitos Chunky Salsa']
2026-09-04 04:59:33.301 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['Tostitos Chunky Salsa', 'Tostitos Scoops! Tortilla Chips, Party Size! (14.5 Ounce)']
2026-09-04 04:59:33.301 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['D&D Monster Manual (Dungeons & Dragons Core Rulebook)', 'D&D Player’s Handbook (Dungeons & Dragons Core Rulebook)']
2026-09-04 04:59:33.301 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['D&D Dungeon Master’s Guide (Dungeons & Dragons Core Rulebook)', 'D&D Monster Manual (Dungeons & Dragons Core Rulebook)']
2026-09-04 04:59:33.301 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['D&D Dungeon Master’s Guide (Dungeons & Dragons Core Rulebook)', 'D&D Player’s Handbook (Dungeons & Dragons Core Rulebook)']
2026-09-04 04:59:33.302 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['D&D Dungeon Master’s Guide (Dungeons & Dragons Core Rulebook)', 'D&D Monster Manual (Dungeons & Dragons Core Rulebook)', 'D&D Player’s Handbook (Dungeons & Dragons Core Rulebook)']
2026-09-04 04:59:33.302 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['Lemon', 'Yellow Onion']
2026-09-04 04:59:33.302 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['Cucumber Slicing', 'Lemon']
2026-09-04 04:59:33.302 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['Lemon']
2026-09-04 04:59:33.303 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['Bananas, One Bunch', 'Lemon']
2026-09-04 04:59:33.303 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['Lemon', 'Red Onion']
2026-09-04 04:59:33.303 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['Green Bell Pepper', 'Lemon']
2026-09-04 04:59:33.303 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['Bananas, One Bunch', 'Cucumber Slicing', 'Lemon']
2026-09-04 04:59:33.303 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['365 by Whole Foods Market, Eggs Brown Large Grade A, 12 Count', '365 by Whole Foods Market, Milk 2% Homogenized, 64 Fl Oz']
2026-09-04 04:59:33.304 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['$50 Nintendo eShop Gift Card [Digital Code]']
2026-09-04 04:59:33.304 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['$50 Nintendo eShop Gift Card [Digital Code]']
2026-09-04 04:59:33.304 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['Just Bare All Natural Fresh Chicken Breast Fillets | No Antibiotics Ever | Boneless | Skinless | 1.125 LB', 'Yellow Onion']
2026-09-04 04:59:33.304 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['Just Bare Chicken Natural Fresh Chicken Thighs | No Antibiotics Ever | Boneless | Skinless | 1.25 LB']
2026-09-04 04:59:33.305 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['Amazon Basics Silicone, Non-Stick, Food Safe Baking Mat - Pack of 2', "Nordic Ware Natural Aluminum Commercial Baker's Half Sheet, 2-Pack, Silver"]
2026-09-04 04:59:33.305 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['AppleCare+ for Headphones (2 Years)']
2026-09-04 04:59:33.305 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['$50 PlayStation Store Gift Card [Digital Code]']
2026-09-04 04:59:33.305 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['$50 PlayStation Store Gift Card [Digital Code]']
2026-09-04 04:59:33.306 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['Photo Prints – Glossy – Standard Size (4x5.3)', 'Photo Prints – Glossy – Standard Size (4x6)']
2026-09-04 04:59:33.306 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['Photo Prints – Glossy – Standard Size (4x6)', 'Photo Prints – Glossy – Standard Size (5x7)']
2026-09-04 04:59:33.306 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['Amazon Brand - Presto! 308-Sheet Mega Roll Toilet Paper, Ultra-Soft, 6 Count (Pack of 4), 24 Mega Rolls = 112 regular rolls', 'Amazon Brand - Presto! Flex-a-Size Paper Towels, Huge Roll, 12 Count = 38 Regular Rolls']
2026-09-04 04:59:33.306 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['Fresh Brand – Cut and Peeled Baby Carrots, 16 oz', 'Yellow Onion']
2026-09-04 04:59:33.307 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['Cucumber Slicing', 'Fresh Brand – Cut and Peeled Baby Carrots, 16 oz']
2026-09-04 04:59:33.307 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['Dole Bananas, 2 lb Bag', 'Fresh Brand – Cut and Peeled Baby Carrots, 16 oz']
2026-09-04 04:59:33.307 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['Fresh Brand – Cut and Peeled Baby Carrots, 16 oz', 'Green Bell Pepper']
2026-09-04 04:59:33.307 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['Bananas, One Bunch', 'Fresh Brand – Cut and Peeled Baby Carrots, 16 oz']
2026-09-04 04:59:33.308 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['Fresh Brand – Cut and Peeled Baby Carrots, 16 oz']
2026-09-04 04:59:33.308 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['Grubhub Gift Cards - Email Delivery']
2026-09-04 04:59:33.308 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['Grubhub Gift Cards - Email Delivery']
2026-09-04 04:59:33.308 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['Pedigree Small Breed Adult Dry Dog Food, Chicken & Steak', 'TEMPTATIONS Classic Crunchy and Soft Cat Treats Tasty Chicken Flavor, 30 oz. Tub (Packaging May Vary)']
2026-09-04 04:59:33.308 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['Kasa Smart Plug Mini with Energy Monitoring, Smart Home Wi-Fi Outlet Works with Alexa, Google Home & IFTTT, Wi-Fi Simple Setup, No Hub Required (KP115), White – A Certified for Humans Device', 'Sengled Smart Light Bulbs, Color Changing Alexa Light Bulb Bluetooth Mesh, Smart Bulbs That Work with Alexa Only, Dimmable LED Bulb A19 E26 Multicolor, High CRI, High Brightness, 8.7W 800LM, 1Pack']
2026-09-04 04:59:33.309 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['Goldfish Crackers Big Smiles Variety Pack with Cheddar, Colors, and Pretzels, Snack Packs, 30 Ct', 'TEMPTATIONS Classic Crunchy and Soft Cat Treats Tasty Chicken Flavor, 30 oz. Tub (Packaging May Vary)']
2026-09-04 04:59:33.309 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['Echo Show 5 (2nd Gen, 2021 release) | Smart display with Alexa and 2 MP camera | Charcoal']
2026-09-04 04:59:33.309 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['Dole Bananas, 2 lb Bag', 'Yellow Onion']
2026-09-04 04:59:33.309 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['Yellow Onion']
2026-09-04 04:59:33.310 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['Bananas, One Bunch', 'Yellow Onion']
2026-09-04 04:59:33.310 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['Cucumber Slicing', 'Yellow Onion']
2026-09-04 04:59:33.310 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['Amazon Brand - Happy Belly Shredded Mexican Four Cheese Blend, 8 Ounce', 'Fresh Brand – Cut and Peeled Baby Carrots, 16 oz']
2026-09-04 04:59:33.310 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['Amazon Brand - Happy Belly Shredded Mexican Four Cheese Blend, 8 Ounce', 'Dole Bananas, 2 lb Bag']
2026-09-04 04:59:33.311 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['365 by Whole Foods Market, Organic Baby Spinach, 5 oz', 'Amazon Brand - Happy Belly Shredded Mexican Four Cheese Blend, 8 Ounce']
2026-09-04 04:59:33.311 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['Bananas, One Bunch', 'Medium Hass Avocado']
2026-09-04 04:59:33.311 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['Cucumber Slicing', 'Medium Hass Avocado']
2026-09-04 04:59:33.311 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['Amazon Kitchen, Classic Hummus, 16 oz', 'Fresh Brand – Cut and Peeled Baby Carrots, 16 oz']
2026-09-04 04:59:33.312 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['Amazon Kitchen, Classic Hummus, 16 oz', 'Asparagus, 1 Bunch']
2026-09-04 04:59:33.312 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['Dole Bananas, 2 lb Bag', 'Fresh Brand – Rainbow Bell Peppers, 3 ct']
2026-09-04 04:59:33.312 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['Amazon Brand - Happy Belly Shredded Mexican Four Cheese Blend, 8 Ounce', 'Mission Fajita Flour Tortillas, Small Size, 20 Count, Trans Fat Free']
2026-09-04 04:59:33.312 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['Amazon Basics 12 Pack C Cell All-Purpose Alkaline Batteries, 5-Year Shelf Life, Easy to Open Value Pack']
2026-09-04 04:59:33.313 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['Purina Beyond Grain Free, Natural Dry Cat Food, Simply Grain Free Wild Caught Whitefish & Cage Free Egg Recipe - 11 lb. Bag']
2026-09-04 04:59:33.313 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['Dole Bananas, 2 lb Bag', 'Wonder Classic White Bread Loaf - 20 oz Bag']
2026-09-04 04:59:33.313 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['Bananas, One Bunch', 'Wonder Classic White Bread Loaf - 20 oz Bag']
2026-09-04 04:59:33.313 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['Wonder Classic White Bread Loaf - 20 oz Bag']
2026-09-04 04:59:33.313 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ["Mott's Fruit Flavored Snacks, Assorted Fruit, Pouches, 0.8 oz, 40 ct", 'Wonder Classic White Bread Loaf - 20 oz Bag']
2026-09-04 04:59:33.314 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['Bananas, One Bunch', 'Cantaloupe Melon']
2026-09-04 04:59:33.314 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['Dole Bananas, 2 lb Bag', 'Fresh Brand – Russet Potatoes, 5 lb']
2026-09-04 04:59:33.314 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['Fresh Brand – Russet Potatoes, 5 lb', 'Yellow Onion']
2026-09-04 04:59:33.314 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['Fresh Brand – Cut and Peeled Baby Carrots, 16 oz', 'Fresh Brand – Russet Potatoes, 5 lb']
2026-09-04 04:59:33.315 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['Cucumber Slicing', 'Fresh Brand – Russet Potatoes, 5 lb']
2026-09-04 04:59:33.315 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['Lime', 'Yellow Onion']
2026-09-04 04:59:33.315 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['Cucumber Slicing', 'Lime']
2026-09-04 04:59:33.315 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['Green Bell Pepper', 'Lime']
2026-09-04 04:59:33.316 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['Bananas, One Bunch', 'Lime']
2026-09-04 04:59:33.316 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['Lemon', 'Lime']
2026-09-04 04:59:33.316 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['Lime', 'Red Onion']
2026-09-04 04:59:33.316 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['Lime']
2026-09-04 04:59:33.317 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['Lemon', 'Lime', 'Yellow Onion']
2026-09-04 04:59:33.317 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['Cucumber Slicing', 'Lemon', 'Lime']
2026-09-04 04:59:33.317 | WARNING  | predict_user.dataset:_load_frequent_pattern_records:60 - 🛒 pattern skipped, missing canonical_name for: ['Bananas, One Bunch', 'Lemon', 'Lime']
